id,name,acronym
10719,"Lobule V, molecular layer",CUL5mo
10718,"Lobule V, Purkinje layer",CUL5pu
10717,"Lobule V, granular layer",CUL5gr
1091,Lobules IV-V,"CUL4, 5"
10722,"Lobules IV-V, molecular layer","CUL4, 5mo"
10721,"Lobules IV-V, Purkinje layer","CUL4, 5pu"
10720,"Lobules IV-V, granular layer","CUL4, 5gr"
936,Declive (VI),DEC
10725,"Declive (VI), molecular layer",DECmo
10724,"Declive (VI), Purkinje layer",DECpu
10723,"Declive (VI), granular layer",DECgr
944,Folium-tuber vermis (VII),FOTU
10728,"Folium-tuber vermis (VII), molecular layer",FOTUmo
10727,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu
10726,"Folium-tuber vermis (VII), granular layer",FOTUgr
951,Pyramus (VIII),PYR
10731,"Pyramus (VIII), molecular layer",PYRmo
10730,"Pyramus (VIII), Purkinje layer",PYRpu
10729,"Pyramus (VIII), granular layer",PYRgr
957,Uvula (IX),UVU
10734,"Uvula (IX), molecular layer",UVUmo
10733,"Uvula (IX), Purkinje layer",UVUpu
10732,"Uvula (IX), granular layer",UVUgr
968,Nodulus (X),NOD
10737,"Nodulus (X), molecular layer",NODmo
10736,"Nodulus (X), Purkinje layer",NODpu
10735,"Nodulus (X), granular layer",NODgr
1073,Hemispheric regions,HEM
1007,Simple lobule,SIM
10674,"Simple lobule, molecular layer",SIMmo
10673,"Simple lobule, Purkinje layer",SIMpu
10672,"Simple lobule, granular layer",SIMgr
1017,Ansiform lobule,AN
1056,Crus 1,ANcr1
10677,"Crus 1, molecular layer",ANcr1mo
10676,"Crus 1, Purkinje layer",ANcr1pu
10675,"Crus 1, granular layer",ANcr1gr
1064,Crus 2,ANcr2
10680,"Crus 2, molecular layer",ANcr2mo
10679,"Crus 2, Purkinje layer",ANcr2pu
10678,"Crus 2, granular layer",ANcr2gr
1025,Paramedian lobule,PRM
10683,"Paramedian lobule, molecular layer",PRMmo
10682,"Paramedian lobule, Purkinje layer",PRMpu
10681,"Paramedian lobule, granular layer",PRMgr
1033,Copula pyramidis,COPY
10686,"Copula pyramidis, molecular layer",COPYmo
10685,"Copula pyramidis, Purkinje layer",COPYpu
10684,"Copula pyramidis, granular layer",COPYgr
1041,Paraflocculus,PFL
10689,"Paraflocculus, molecular layer",PFLmo
10688,"Paraflocculus, Purkinje layer",PFLpu
10687,"Paraflocculus, granular layer",PFLgr
1049,Flocculus,FL
10692,"Flocculus, molecular layer",FLmo
10691,"Flocculus, Purkinje layer",FLpu
10690,"Flocculus, granular layer",FLgr
1144,"Cerebellar cortex, molecular layer",CBXmo
1145,"Cerebellar cortex, Purkinje layer",CBXpu
1143,"Cerebellar cortex, granular layer",CBXgr
519,Cerebellar nuclei,CBN
989,Fastigial nucleus,FN
91,Interposed nucleus,IP
846,Dentate nucleus,DN
343,Brain stem,BS
1129,Interbrain,IB
549,Thalamus,TH
864,"Thalamus, sensory-motor cortex related",DORsm
637,Ventral group of the dorsal thalamus,VENT
629,Ventral anterior-lateral complex of the thalamus,VAL
685,Ventral medial nucleus of the thalamus,VM
709,Ventral posterior complex of the thalamus,VP
718,Ventral posterolateral nucleus of the thalamus,VPL
725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc
733,Ventral posteromedial nucleus of the thalamus,VPM
741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc
406,Subparafascicular nucleus,SPF
414,"Subparafascicular nucleus, magnocellular part",SPFm
422,"Subparafascicular nucleus, parvicellular part",SPFp
609,Subparafascicular area,SPA
1044,Peripeduncular nucleus,PP
1008,"Geniculate group, dorsal thalamus",GENd
475,Medial geniculate complex,MG
1072,"Medial geniculate complex, dorsal part",MGd
1079,"Medial geniculate complex, ventral part",MGv
1088,"Medial geniculate complex, medial part",MGm
170,Dorsal part of the lateral geniculate complex,LGd
856,"Thalamus, polymodal association cortex related",DORpm
138,Lateral group of the dorsal thalamus,LAT
218,Lateral posterior nucleus of the thalamus,LP
1020,Posterior complex of the thalamus,PO
1029,Posterior limiting nucleus of the thalamus,POL
325,Suprageniculate nucleus,SGN
239,Anterior group of the dorsal thalamus,ATN
255,Anteroventral nucleus of thalamus,AV
127,Anteromedial nucleus,AM
1096,"Anteromedial nucleus, dorsal part",AMd
1104,"Anteromedial nucleus, ventral part",AMv
64,Anterodorsal nucleus,AD
1120,Interanteromedial nucleus of the thalamus,IAM
1113,Interanterodorsal nucleus of the thalamus,IAD
155,Lateral dorsal nucleus of thalamus,LD
444,Medial group of the dorsal thalamus,MED
59,Intermediodorsal nucleus of the thalamus,IMD
362,Mediodorsal nucleus of thalamus,MD
617,"Mediodorsal nucleus of the thalamus, central part",MDc
626,"Mediodorsal nucleus of the thalamus, lateral part",MDl
636,"Mediodorsal nucleus of the thalamus, medial part",MDm
366,Submedial nucleus of the thalamus,SMT
1077,Perireunensis nucleus,PR
571,Midline group of the dorsal thalamus,MTN
149,Paraventricular nucleus of the thalamus,PVT
15,Parataenial nucleus,PT
181,Nucleus of reunions,RE
51,Intralaminar nuclei of the dorsal thalamus,ILM
189,Rhomboid nucleus,RH
599,Central medial nucleus of the thalamus,CM
907,Paracentral nucleus,PCN
575,Central lateral nucleus of the thalamus,CL
930,Parafascicular nucleus,PF
262,Reticular nucleus of the thalamus,RT
1014,"Geniculate group, ventral thalamus",GENv
27,Intergeniculate leaflet of the lateral geniculate complex,IGL
178,Ventral part of the lateral geniculate complex,LGv
300,"Ventral part of the lateral geniculate complex, lateral zone",LGvl
316,"Ventral part of the lateral geniculate complex, medial zone",LGvm
321,Subgeniculate nucleus,SubG
958,Epithalamus,EPI
483,Medial habenula,MH
186,Lateral habenula,LH
953,Pineal body,PIN
1097,Hypothalamus,HY
157,Periventricular zone,PVZ
390,Supraoptic nucleus,SO
332,Accessory supraoptic group,ASO
432,Nucleus circularis,NC
38,Paraventricular hypothalamic nucleus,PVH
71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm
47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",PVHam
79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",PVHmm
103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm
652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml
660,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm
94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp
55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",PVHap
87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",PVHmpd
110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",PVHpv
30,"Periventricular hypothalamic nucleus, anterior part",PVa
118,"Periventricular hypothalamic nucleus, intermediate part",PVi
223,Arcuate hypothalamic nucleus,ARH
141,Periventricular region,PVR
72,Anterodorsal preoptic nucleus,ADP
80,Anterior hypothalamic area,AHA
263,Anteroventral preoptic nucleus,AVP
272,Anteroventral periventricular nucleus,AVPV
830,Dorsomedial nucleus of the hypothalamus,DMH
668,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa
676,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp
684,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv
452,Median preoptic nucleus,MEPO
523,Medial preoptic area,MPO
763,Vascular organ of the lamina terminalis,OV
914,Posterodorsal preoptic nucleus,PD
1109,Parastrial nucleus,PS
1124,Suprachiasmatic preoptic nucleus,PSCH
126,"Periventricular hypothalamic nucleus, posterior part",PVp
133,"Periventricular hypothalamic nucleus, preoptic part",PVpo
347,Subparaventricular zone,SBPV
286,Suprachiasmatic nucleus,SCH
338,Subfornical organ,SFO
689,Ventrolateral preoptic nucleus,VLPO
467,Hypothalamic medial zone,MEZ 
88,Anterior hypothalamic nucleus,AHN
700,"Anterior hypothalamic nucleus, anterior part",AHNa
708,"Anterior hypothalamic nucleus, central part",AHNc
716,"Anterior hypothalamic nucleus, dorsal part",AHNd
724,"Anterior hypothalamic nucleus, posterior part",AHNp
331,Mammillary body,MBO
210,Lateral mammillary nucleus,LM
491,Medial mammillary nucleus,MM
732,"Medial mammillary nucleus, median part",Mmme
525,Supramammillary nucleus,SUM 
1110,"Supramammillary nucleus, lateral part",SUMl
1118,"Supramammillary nucleus, medial part",SUMm
557,Tuberomammillary nucleus,TM
1126,"Tuberomammillary nucleus, dorsal part",TMd
1,"Tuberomammillary nucleus, ventral part",TMv
515,Medial preoptic nucleus,MPN
740,"Medial preoptic nucleus, central part",MPNc
748,"Medial preoptic nucleus, lateral part",MPNl
756,"Medial preoptic nucleus, medial part",MPNm
980,Dorsal premammillary nucleus,PMd
1004,Ventral premammillary nucleus,PMv
63,"Paraventricular hypothalamic nucleus, descending division",PVHd
439,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp
447,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf
455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp
464,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv
693,Ventromedial hypothalamic nucleus,VMH
761,"Ventromedial hypothalamic nucleus, anterior part",VMHa
769,"Ventromedial hypothalamic nucleus, central part",VMHc
777,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm
785,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl
946,Posterior hypothalamic nucleus,PH
290,Hypothalamic lateral zone,LZ
194,Lateral hypothalamic area,LHA
226,Lateral preoptic area,LPO
356,Preparasubthalamic nucleus,PST
364,Parasubthalamic nucleus,PSTN
173,Retrochiasmatic area,RCH
470,Subthalamic nucleus,STN
614,Tuberal nucleus,TU
797,Zona incerta,ZI
796,Dopaminergic A13 group,A13
804,Fields of Forel,FF
10671,Median eminence,ME
313,Midbrain,MB
339,"Midbrain, sensory related",MBsen
302,"Superior colliculus, sensory related",SCs
851,"Superior colliculus, optic layer",SCop
842,"Superior colliculus, superficial gray layer",SCsg
834,"Superior colliculus, zonal layer",SCzo
4,Inferior colliculus,IC
811,"Inferior colliculus, central nucleus",ICc
820,"Inferior colliculus, dorsal nucleus",ICd
828,"Inferior colliculus, external nucleus",ICe
580,Nucleus of the brachium of the inferior colliculus,NB
271,Nucleus sagulum,SAG
874,Parabigeminal nucleus,PBG
460,Midbrain trigeminal nucleus,MEV
323,"Midbrain, motor related",MBmot
381,"Substantia nigra, reticular part",SNr
749,Ventral tegmental area,VTA
246,"Midbrain reticular nucleus, retrorubral area",RR
128,Midbrain reticular nucleus,MRN
539,"Midbrain reticular nucleus, magnocellular part",MRNm
548,"Midbrain reticular nucleus, magnocellular part, general",MRNmg
555,"Midbrain reticular nucleus, parvicellular part",MRNp
294,"Superior colliculus, motor related",SCm
26,"Superior colliculus, motor related, deep gray layer",SCdg
42,"Superior colliculus, motor related, deep white layer",SCdw
17,"Superior colliculus, motor related, intermediate white layer",SCiw
10,"Superior colliculus, motor related, intermediate gray layer",SCig
494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a
503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b
511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c
795,Periaqueductal gray,PAG
50,Precommissural nucleus,PRC
67,Interstitial nucleus of Cajal,INC
587,Nucleus of Darkschewitsch,ND
1100,Pretectal region,PRT
215,Anterior pretectal nucleus,APN
531,Medial pretectal area,MPT
628,Nucleus of the optic tract,NOT
634,Nucleus of the posterior commissure,NPC
706,Olivary pretectal nucleus,OP
1061,Posterior pretectal nucleus,PPT
616,Cuneiform nucleus,CUN
214,Red nucleus,RN
35,Oculomotor nucleus,III
975,Edinger-Westphal nucleus,EW
115,Trochlear nucleus,IV
757,Ventral tegmental nucleus,VTN
231,Anterior tegmental nucleus,AT
66,Lateral terminal nucleus of the accessory optic tract,LT
75,Dorsal terminal nucleus of the accessory optic tract,DT
58,Medial terminal nucleus of the accessory optic tract,MT
615,"Substantia nigra, lateral part",SNl
348,"Midbrain, behavioral state related",MBsta
374,"Substantia nigra, compact part",SNc
1052,Pedunculopontine nucleus,PPN
165,Midbrain raphÈ nuclei,RAmb
12,Interfascicular nucleus raphÈ,IF
100,Interpeduncular nucleus,IPN
197,Rostral linear nucleus raphÈ,RL
591,Central linear nucleus raphÈ,CLI
872,Dorsal nucleus raphÈ,DR
1065,Hindbrain,HB
771,Pons,P
1132,"Pons, sensory related",P-sen
612,Nucleus of the lateral lemniscus,NLL
82,"Nucleus of the lateral lemniscus, dorsal part",NLLd
90,"Nucleus of the lateral lemniscus, horizontal part",NLLh
99,"Nucleus of the lateral lemniscus, ventral part",NLLv
7,Principal sensory nucleus of the trigeminal,PSV
867,Parabrachial nucleus,PB
123,Kolliker-Fuse subnucleus,KF
881,"Parabrachial nucleus, lateral division",PBl
860,"Parabrachial nucleus, lateral division, central lateral part",PBlc
868,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld
875,"Parabrachial nucleus, lateral division, external lateral part",PBle
883,"Parabrachial nucleus, lateral division, superior lateral part",PBls
891,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv
890,"Parabrachial nucleus, medial division",PBm
899,"Parabrachial nucleus, medial division, external medial part",PBme
915,"Parabrachial nucleus, medial division, medial medial part",PBmm
923,"Parabrachial nucleus, medial division, ventral medial part",PBmv
398,Superior olivary complex,SOC
122,"Superior olivary complex, periolivary region",POR
105,"Superior olivary complex, medial part",SOCm
114,"Superior olivary complex, lateral part",SOCl
987,"Pons, motor related",P-mot
280,Barrington's nucleus,B
880,Dorsal tegmental nucleus,DTN
283,Lateral tegmental nucleus,LTN
898,Pontine central gray,PCG
931,Pontine gray,PG
1093,"Pontine reticular nucleus, caudal part",PRNc
552,"Pontine reticular nucleus, ventral part",PRNv
318,Supragenual nucleus,SG
462,Superior salivatory nucleus,SSN
534,Supratrigeminal nucleus,SUT
574,Tegmental reticular nucleus,TRN
621,Motor nucleus of trigeminal,V
1117,"Pons, behavioral state related",P-sat
679,Superior central nucleus raphÈ,CS
137,"Superior central nucleus raphÈ, lateral part",CSl
130,"Superior central nucleus raphÈ, medial part",CSm
147,Locus ceruleus,LC
162,Laterodorsal tegmental nucleus,LDT
604,Nucleus incertus,NI
146,Pontine reticular nucleus,PRNr
238,Nucleus raphÈ pontis,RPO
350,Subceruleus nucleus,SLC
358,Sublaterodorsal nucleus,SLD
354,Medulla,MY
386,"Medulla, sensory related",MY-sen
207,Area postrema,AP
607,Cochlear nuclei,CN
112,Granular lamina of the cochlear nuclei,CNlam
560,"Cochlear nucleus, subpedunclular granular region",CNspg
96,Dorsal cochlear nucleus,DCO
101,Ventral cochlear nucleus,VCO
720,Dorsal column nuclei,DCN
711,Cuneate nucleus,CU
1039,Gracile nucleus,GR
903,External cuneate nucleus,ECU
642,Nucleus of the trapezoid body,NTB
651,Nucleus of the solitary tract,NTS
659,"Nucleus of the solitary tract, central part",NTSce
666,"Nucleus of the solitary tract, commissural part",NTSco
674,"Nucleus of the solitary tract, gelatinous part",NTSge
682,"Nucleus of the solitary tract, lateral part",NTSl
691,"Nucleus of the solitary tract, medial part",NTSm
429,"Spinal nucleus of the trigeminal, caudal part",SPVC
437,"Spinal nucleus of the trigeminal, interpolar part",SPVI
445,"Spinal nucleus of the trigeminal, oral part",SPVO
77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm
53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd
61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv
45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm
69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl
789,Nucleus z,z
370,"Medulla, motor related",MY-mot
653,Abducens nucleus,VI
568,Accessory abducens nucleus,ACVI
661,Facial motor nucleus,VII
576,Accessory facial motor nucleus,ACVII
640,Efferent vestibular nucleus,EV
135,Nucleus ambiguus,AMB
939,"Nucleus ambiguus, dorsal division",AMBd
143,"Nucleus ambiguus, ventral division",AMBv
839,Dorsal motor nucleus of the vagus nerve,DMX
887,Efferent cochlear group,ECO
1048,Gigantocellular reticular nucleus,GRN
372,Infracerebellar nucleus,ICB
83,Inferior olivary complex,IO
136,Intermediate reticular nucleus,IRN
106,Inferior salivatory nucleus,ISN
203,Linear nucleus of the medulla,LIN
235,Lateral reticular nucleus,LRN
955,"Lateral reticular nucleus, magnocellular part",LRNm
963,"Lateral reticular nucleus, parvicellular part",LRNp
307,Magnocellular reticular nucleus,MARN
395,Medullary reticular nucleus,MDRN
1098,"Medullary reticular nucleus, dorsal part",MDRNd
1107,"Medullary reticular nucleus, ventral part",MDRNv
852,Parvicellular reticular nucleus,PARN
859,Parasolitary nucleus,PAS
938,Paragigantocellular reticular nucleus,PGRN
970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd
978,"Paragigantocellular reticular nucleus, lateral part",PGRNl
154,Perihypoglossal nuclei,PHY
161,Nucleus intercalatus,NIS
177,Nucleus of Roller,NR
169,Nucleus prepositus,PRP
995,Paramedian reticular nucleus,PMR
1069,Parapyramidal nucleus,PPY
185,"Parapyramidal nucleus, deep part",PPYd
193,"Parapyramidal nucleus, superficial part",PPYs
701,Vestibular nuclei,VNC
209,Lateral vestibular nucleus,LAV
202,Medial vestibular nucleus,MV
225,Spinal vestibular nucleus,SPIV
217,Superior vestibular nucleus,SUV
765,Nucleus x,x
773,Hypoglossal nucleus,XII
781,Nucleus y,y
76,Interstitial nucleus of the vestibular nerve,INV
379,"Medulla, behavioral state related",MY-sat
206,Nucleus raphÈ magnus,RM
230,Nucleus raphÈ pallidus,RPA
222,Nucleus raphÈ obscurus,RO
1009,fiber tracts,fiber tracts
967,cranial nerves,cm
885,terminal nerve,tn
949,vomeronasal nerve,von
840,olfactory nerve,In
1016,olfactory nerve layer of main olfactory bulb,onl
21,"lateral olfactory tract, general",lotg
665,"lateral olfactory tract, body",lot
538,dorsal limb,lotd
459,accessory olfactory tract,aolt
900,"anterior commissure, olfactory limb",aco
848,optic nerve,IIn
876,accessory optic tract,aot
916,brachium of the superior colliculus,bsc
336,superior colliculus commissure,csc
117,optic chiasm,och
125,optic tract,opt
357,tectothalamic pathway,ttp
832,oculomotor nerve,IIIn
62,medial longitudinal fascicle,mlf
158,posterior commissure,pc
911,trochlear nerve,IVn
384,trochlear nerve decussation,IVd
710,abducens nerve,VIn
901,trigeminal nerve,Vn
93,motor root of the trigeminal nerve,moV
229,sensory root of the trigeminal nerve,sV
705,midbrain tract of the trigeminal nerve,mtV
794,spinal tract of the trigeminal nerve,sptV
798,facial nerve,VIIn
1131,intermediate nerve,iVIIn
1116,genu of the facial nerve,gVIIn
933,vestibulocochlear nerve,VIIIn
1076,efferent cochleovestibular bundle,cvb
413,vestibular nerve,vVIIIn
948,cochlear nerve,cVIIIn
841,trapezoid body,tb
641,intermediate acoustic stria,ias
506,dorsal acoustic stria,das
658,lateral lemniscus,ll
633,inferior colliculus commissure,cic
482,brachium of the inferior colliculus,bic
808,glossopharyngeal nerve,IXn
917,vagus nerve,Xn
237,solitary tract,ts
717,accessory spinal nerve,XIn
813,hypoglossal nerve,XIIn
925,ventral roots,vrt
792,dorsal roots,drt
932,cervicothalamic tract,cett
570,dorsolateral fascicle,dl
522,dorsal commissure of the spinal cord,dcm
858,ventral commissure of the spinal cord,vc
586,fasciculus proprius,fpr
514,dorsal column,dc
380,cuneate fascicle,cuf
388,gracile fascicle,grf
396,internal arcuate fibers,iaf
697,medial lemniscus,ml
871,spinothalamic tract,sst
29,lateral spinothalamic tract,sttl
389,ventral spinothalamic tract,sttv
245,spinocervical tract,scrt
261,spino-olivary pathway,sop
270,spinoreticular pathway,srp
293,spinovestibular pathway,svp
277,spinotectal pathway,stp
253,spinohypothalamic pathway,shp
285,spinotelenchephalic pathway,step
627,hypothalamohypophysial tract,hht
960,cerebellum related fiber tracts,cbf
744,cerebellar commissure,cbc
752,cerebellar peduncles,cbp
326,superior cerebelar peduncles,scp
812,superior cerebellar peduncle decussation,dscp
85,spinocerebellar tract,sct
850,uncinate fascicle,uf
866,ventral spinocerebellar tract,sctv
78,middle cerebellar peduncle,mcp
1123,inferior cerebellar peduncle,icp
553,dorsal spinocerebellar tract,sctd
499,cuneocerebellar tract,cct
650,juxtarestiform body,jrb
490,bulbocerebellar tract,bct
404,olivocerebellar tract,oct
410,reticulocerebellar tract,rct
373,trigeminocerebellar tract,tct
728,arbor vitae,arb
983,lateral forebrain bundle system,lfbs
776,corpus callosum,cc
956,"corpus callosum, anterior forceps",fa
579,external capsule,ec
964,"corpus callosum, extreme capsule",ee
1108,genu of corpus callosum,ccg
971,"corpus callosum, posterior forceps",fp
979,"corpus callosum, rostrum",ccr
986,"corpus callosum, splenium",ccs
784,corticospinal tract,cst
6,internal capsule,int
924,cerebal peduncle,cpd
1036,corticotectal tract,cte
1012,corticorubral tract,crt
1003,corticopontine tract,cpt
994,corticobulbar tract,cbt
190,pyramid,py
198,pyramidal decussation,pyd
1019,"corticospinal tract, crossed",cstc
1028,"corticospinal tract, uncrossed",cstu
896,thalamus related,lfbst
1092,external medullary lamina of the thalamus,em
14,internal medullary lamina of the thalamus,im
86,middle thalamic commissure,mtc
365,thalamic peduncles,tp
1000,extrapyramidal fiber systems,eps
760,cerebral nuclei related,epsc
142,pallidothalmic pathway,pap
102,nigrostriatal tract,nst
109,nigrothalamic fibers,ntt
134,pallidotegmental fascicle,ptf
309,striatonigral pathway,snp
317,subthalamic fascicle,stf
877,tectospinal pathway,tsp
1051,direct tectospinal pathway,tspd
1060,doral tegmental decussation,dtd
1043,crossed tectospinal pathway,tspc
863,rubrospinal tract,rust
397,ventral tegmental decussation,vtd
221,rubroreticular tract,rrt
736,central tegmental bundle,ctb
855,retriculospinal tract,rst
205,"retriculospinal tract, lateral part",rstl
213,"retriculospinal tract, medial part",rstm
941,vestibulospinal pathway,vsp
991,medial forebrain bundle system,mfbs
768,cerebrum related,mfbc
884,amygdalar capsule,amc
892,ansa peduncularis,apd
908,"anterior commissure, temporal limb",act
940,cingulum bundle,cing
1099,fornix system,fxs
466,alveus,alv
530,dorsal fornix,df
603,fimbria,fi
745,"precommissural fornix, general",fxprg
420,precommissural fornix diagonal band,db
737,postcommissural fornix,fxpo
428,medial corticohypothalmic tract,mct
436,columns of the fornix,fx
618,hippocampal commissures,hc
443,dorsal hippocampal commissure,dhc
449,ventral hippocampal commissure,vhc
713,perforant path,per
474,angular path,ab
37,longitudinal association bundle,lab
301,stria terminalis,st
824,hypothalamus related,mfsbshy
54,medial forebrain bundle,mfb
405,ventrolateral hypothalamic tract,vlt
174,preoptic commissure,poc
349,supraoptic commissures,sup
817,"supraoptic commissures, anterior",supa
825,"supraoptic commissures, dorsal",supd
833,"supraoptic commissures, ventral",supv
166,premammillary commissure,pmx
341,supramammillary decussation,smd
182,propriohypothalamic pathways,php
762,"propriohypothalamic pathways, dorsal",phpd
770,"propriohypothalamic pathways, lateral",phpl
779,"propriohypothalamic pathways, medial",phpm
787,"propriohypothalamic pathways, ventral",phpv
150,periventricular bundle of the hypothalamus,pvbh
46,mammillary related,mfbsma
753,principal mammillary tract,pm
690,mammilothalmic tract,mtt
681,mammillotegmental tract,mtg
673,mammillary peduncle,mp
1068,dorsal thalamus related,mfbst
722,periventricular bundle of the thalamus,pvbt
1083,epithalamus related,mfbse
802,stria medullaris,sm
595,fasciculus retroflexus,fr
611,habenular commissure,hbc
730,pineal stalk,PIS
70,midbrain related,mfbsm
547,dorsal longitudinal fascicle,dlf
563,dorsal tegmental tract,dtt
73,ventricular systems,VS
81,lateral ventricle,VL
89,rhinocele,RC
98,subependymal zone,SEZ
108,choroid plexus,chpl
116,choroid fissure,chfl
124,interventricular foramen,IVF
129,third ventricle,V3
140,cerebral aqueduct,AQ
145,fourth ventricle,V4
153,lateral recess,V4r
164,"central canal, spinal cord/medulla",c
1024,grooves,grv
1032,grooves of the cerebral cortex,grv of CTX
1055,endorhinal groove,eg
1063,hippocampal fissure,hf
1071,rhinal fissure,rf
1078,rhinal incisure,ri
1040,grooves of the cerebellar cortex,grv of CBX
1087,precentral fissure,pce
1095,preculminate fissure,pcf
1103,primary fissure,pri
1112,posterior superior fissure,psf
1119,prepyramidal fissure,ppf
3,secondary fissure,sec
11,posterolateral fissure,plf
18,nodular fissure,nf
25,simple fissure,sif
34,intercrural fissure,icf
43,ansoparamedian fissure,apf
49,intraparafloccular fissure,ipf
57,paramedian sulcus,pms
65,parafloccular sulcus,pfs
624,Interpeduncular fossa,IPF
